Term_PK	Term_Name	Identifier	Is_Leaf	Definition	Comment	Parent_term_type	Parent_term_name	Parent_term_ID	GrandParent_term_type	GrandParent_term_name	GrandParent_term_ID
"MS:1000800MS1"	"mass resolving power"	"MS:1000800"	"1"	"The observed mass divided by the difference between two masses that can be separated: m/dm. The procedure by which dm was obtained and the mass at which the measurement was made should be reported."	\N	"IsA"	"scan attribute"	"MS:1000503"	"IsA"	"object attribute"	"MS:1000547"
"MS:1000800MS1"	"mass resolving power"	"MS:1000800"	"1"	"The observed mass divided by the difference between two masses that can be separated: m/dm. The procedure by which dm was obtained and the mass at which the measurement was made should be reported."	\N	"IsA"	"scan attribute"	"MS:1000503"	"PartOf"	"scan"	"MS:1000441"
"MS:1000801MS1"	"area peak picking"	"MS:1000801"	"0"	"Spectral peak processing conducted on the acquired data to convert profile data to centroided data. The area defined by all raw data points that belong to the peak is reported."	\N	"IsA"	"peak picking"	"MS:1000035"	"IsA"	"data processing action"	"MS:1000543"
"MS:1000802MS1"	"height peak picking"	"MS:1000802"	"1"	"Spectral peak processing conducted on the acquired data to convert profile data to centroided data. The maximum intensity of all raw data points that belong to the peak is reported."	\N	"IsA"	"peak picking"	"MS:1000035"	"IsA"	"data processing action"	"MS:1000543"
"MS:1000803MS1"	"analyzer scan offset"	"MS:1000803"	"1"	"Offset between two analyzers in a constant neutral loss or neutral gain scan. The value corresponds to the neutral loss or neutral gain value."	\N	"IsA"	"scan attribute"	"MS:1000503"	"IsA"	"object attribute"	"MS:1000547"
"MS:1000803MS1"	"analyzer scan offset"	"MS:1000803"	"1"	"Offset between two analyzers in a constant neutral loss or neutral gain scan. The value corresponds to the neutral loss or neutral gain value."	\N	"IsA"	"scan attribute"	"MS:1000503"	"PartOf"	"scan"	"MS:1000441"
"MS:1000803MS1"	"analyzer scan offset"	"MS:1000803"	"1"	"Offset between two analyzers in a constant neutral loss or neutral gain scan. The value corresponds to the neutral loss or neutral gain value."	\N	"HasUnits"	"m/z"	"MS:1000040"	"IsA"	"unit"	"UO:0000000"
"MS:1000804MS1"	"electromagnetic radiation spectrum"	"MS:1000804"	"1"	"A plot of the relative intensity of electromagnetic radiation as a function of the wavelength."	\N	"IsA"	"data file content"	"MS:1000524"	"PartOf"	"source data file"	"MS:1000577"
"MS:1000804MS1"	"electromagnetic radiation spectrum"	"MS:1000804"	"1"	"A plot of the relative intensity of electromagnetic radiation as a function of the wavelength."	\N	"IsA"	"spectrum type"	"MS:1000559"	"PartOf"	"spectrum"	"MS:1000442"
"MS:1000805MS1"	"emission spectrum"	"MS:1000805"	"1"	"A plot of the relative intensity of electromagnetic radiation emitted by atoms or molecules when excited."	\N	"IsA"	"data file content"	"MS:1000524"	"PartOf"	"source data file"	"MS:1000577"
"MS:1000805MS1"	"emission spectrum"	"MS:1000805"	"1"	"A plot of the relative intensity of electromagnetic radiation emitted by atoms or molecules when excited."	\N	"IsA"	"spectrum type"	"MS:1000559"	"PartOf"	"spectrum"	"MS:1000442"
"MS:1000806MS1"	"absorption spectrum"	"MS:1000806"	"1"	"A plot of the relative intensity of electromagnetic radiation absorbed by atoms or molecules when excited."	\N	"IsA"	"data file content"	"MS:1000524"	"PartOf"	"source data file"	"MS:1000577"
"MS:1000806MS1"	"absorption spectrum"	"MS:1000806"	"1"	"A plot of the relative intensity of electromagnetic radiation absorbed by atoms or molecules when excited."	\N	"IsA"	"spectrum type"	"MS:1000559"	"PartOf"	"spectrum"	"MS:1000442"
"MS:1000807MS1"	"Th/s"	"MS:1000807"	"0"	"Unit describing the scan rate of a spectrum in Thomson per second."	\N	"IsA"	"unit"	"UO:0000000"	\N	\N	\N
"MS:1000808MS1"	"chromatogram attribute"	"MS:1000808"	"0"	"Chromatogram properties that are associated with a value."	\N	"IsA"	"object attribute"	"MS:1000547"	"PartOf"	"spectrum generation information"	"MS:1001458"
"MS:1000808MS1"	"chromatogram attribute"	"MS:1000808"	"0"	"Chromatogram properties that are associated with a value."	\N	"PartOf"	"chromatogram"	"MS:1000625"	"PartOf"	"spectrum generation information"	"MS:1001458"
"MS:1000809MS1"	"chromatogram title"	"MS:1000809"	"1"	"A free-form text title describing a chromatogram."	"This is the preferred storage place for the spectrum title."	"IsA"	"chromatogram attribute"	"MS:1000808"	"IsA"	"object attribute"	"MS:1000547"
"MS:1000809MS1"	"chromatogram title"	"MS:1000809"	"1"	"A free-form text title describing a chromatogram."	"This is the preferred storage place for the spectrum title."	"IsA"	"chromatogram attribute"	"MS:1000808"	"PartOf"	"chromatogram"	"MS:1000625"
"MS:1000810MS1"	"ion current chromatogram"	"MS:1000810"	"0"	"Representation of the current of ions versus time."	\N	"IsA"	"data file content"	"MS:1000524"	"PartOf"	"source data file"	"MS:1000577"
"MS:1000810MS1"	"ion current chromatogram"	"MS:1000810"	"0"	"Representation of the current of ions versus time."	\N	"IsA"	"chromatogram type"	"MS:1000626"	"PartOf"	"chromatogram"	"MS:1000625"
"MS:1000811MS1"	"electromagnetic radiation chromatogram"	"MS:1000811"	"0"	"Representation of electromagnetic properties versus time."	\N	"IsA"	"data file content"	"MS:1000524"	"PartOf"	"source data file"	"MS:1000577"
"MS:1000811MS1"	"electromagnetic radiation chromatogram"	"MS:1000811"	"0"	"Representation of electromagnetic properties versus time."	\N	"IsA"	"chromatogram type"	"MS:1000626"	"PartOf"	"chromatogram"	"MS:1000625"
"MS:1000812MS1"	"absorption chromatogram"	"MS:1000812"	"1"	"Representation of light absorbed by the sample versus time."	\N	"IsA"	"electromagnetic radiation chromatogram"	"MS:1000811"	"IsA"	"data file content"	"MS:1000524"
"MS:1000812MS1"	"absorption chromatogram"	"MS:1000812"	"1"	"Representation of light absorbed by the sample versus time."	\N	"IsA"	"electromagnetic radiation chromatogram"	"MS:1000811"	"IsA"	"chromatogram type"	"MS:1000626"
"MS:1000813MS1"	"emission chromatogram"	"MS:1000813"	"1"	"Representation of light emitted by the sample versus time."	\N	"IsA"	"electromagnetic radiation chromatogram"	"MS:1000811"	"IsA"	"data file content"	"MS:1000524"
"MS:1000813MS1"	"emission chromatogram"	"MS:1000813"	"1"	"Representation of light emitted by the sample versus time."	\N	"IsA"	"electromagnetic radiation chromatogram"	"MS:1000811"	"IsA"	"chromatogram type"	"MS:1000626"
"MS:1000814MS1"	"counts per second"	"MS:1000814"	"0"	"The number of counted events observed per second in one or a group of elements of a detector."	\N	"IsA"	"intensity unit"	"MS:1000043"	"IsA"	"unit"	"UO:0000000"
"MS:1000815MS1"	"Bruker BAF format"	"MS:1000815"	"1"	"Bruker BAF raw file format."	\N	"IsA"	"mass spectrometer file format"	"MS:1000560"	"IsA"	"file format"	"MS:1001459"
"MS:1000816MS1"	"Bruker U2 format"	"MS:1000816"	"1"	"Bruker HyStar U2 file format."	\N	"IsA"	"mass spectrometer file format"	"MS:1000560"	"IsA"	"file format"	"MS:1001459"
"MS:1000817MS1"	"HyStar"	"MS:1000817"	"1"	"Bruker software for hyphenated experiments."	\N	"IsA"	"Bruker software"	"MS:1000692"	"IsA"	"software"	"MS:1000531"
"MS:1000818MS1"	"Acquity UPLC PDA"	"MS:1000818"	"1"	"Acquity UPLC Photodiode Array Detector."	\N	"IsA"	"Waters instrument model"	"MS:1000126"	"IsA"	"instrument model"	"MS:1000031"
"MS:1000818MS1"	"Acquity UPLC PDA"	"MS:1000818"	"1"	"Acquity UPLC Photodiode Array Detector."	\N	"IsA"	"photodiode array detector"	"MS:1000621"	"IsA"	"array detector"	"MS:1000345"
"MS:1000819MS1"	"Acquity UPLC FLR"	"MS:1000819"	"1"	"Acquity UPLC Fluorescence Detector."	\N	"IsA"	"Waters instrument model"	"MS:1000126"	"IsA"	"instrument model"	"MS:1000031"
"MS:1000819MS1"	"Acquity UPLC FLR"	"MS:1000819"	"1"	"Acquity UPLC Fluorescence Detector."	\N	"IsA"	"fluorescence detector"	"MS:1002308"	"IsA"	"detector type"	"MS:1000026"
"MS:1000820MS1"	"flow rate array"	"MS:1000820"	"1"	"A data array of flow rate measurements."	\N	"IsA"	"binary data array"	"MS:1000513"	"PartOf"	"spectrum"	"MS:1000442"
"MS:1000820MS1"	"flow rate array"	"MS:1000820"	"1"	"A data array of flow rate measurements."	\N	"IsA"	"binary data array"	"MS:1000513"	"PartOf"	"chromatogram"	"MS:1000625"
"MS:1000820MS1"	"flow rate array"	"MS:1000820"	"1"	"A data array of flow rate measurements."	\N	"HasUnits"	"microliters per minute"	"UO:0000271"	"IsA"	"UO:0000270"	"UO:0000270"
"MS:1000821MS1"	"pressure array"	"MS:1000821"	"1"	"A data array of pressure measurements."	\N	"IsA"	"binary data array"	"MS:1000513"	"PartOf"	"spectrum"	"MS:1000442"
"MS:1000821MS1"	"pressure array"	"MS:1000821"	"1"	"A data array of pressure measurements."	\N	"IsA"	"binary data array"	"MS:1000513"	"PartOf"	"chromatogram"	"MS:1000625"
"MS:1000821MS1"	"pressure array"	"MS:1000821"	"1"	"A data array of pressure measurements."	\N	"HasUnits"	"pascal"	"UO:0000110"	"IsA"	"UO:0000109"	"UO:0000109"
"MS:1000822MS1"	"temperature array"	"MS:1000822"	"1"	"A data array of temperature measurements."	\N	"IsA"	"binary data array"	"MS:1000513"	"PartOf"	"spectrum"	"MS:1000442"
"MS:1000822MS1"	"temperature array"	"MS:1000822"	"1"	"A data array of temperature measurements."	\N	"IsA"	"binary data array"	"MS:1000513"	"PartOf"	"chromatogram"	"MS:1000625"
"MS:1000822MS1"	"temperature array"	"MS:1000822"	"1"	"A data array of temperature measurements."	\N	"HasUnits"	"kelvin"	"UO:0000012"	"IsA"	"UO:0000005"	"UO:0000005"
"MS:1000822MS1"	"temperature array"	"MS:1000822"	"1"	"A data array of temperature measurements."	\N	"HasUnits"	"kelvin"	"UO:0000012"	"IsA"	"UO:0000045"	"UO:0000045"
"MS:1000822MS1"	"temperature array"	"MS:1000822"	"1"	"A data array of temperature measurements."	\N	"HasUnits"	"degree Celsius"	"UO:0000027"	"IsA"	"UO:0000005"	"UO:0000005"
"MS:1000823MS1"	"Bruker U2 nativeID format"	"MS:1000823"	"1"	"Native format defined by declaration=xsd:nonNegativeInteger collection=xsd:nonNegativeInteger scan=xsd:nonNegativeInteger."	\N	"IsA"	"native spectrum identifier format"	"MS:1000767"	"PartOf"	"source data file"	"MS:1000577"
"MS:1000824MS1"	"no nativeID format"	"MS:1000824"	"1"	"No nativeID format indicates that the file tagged with this term does not contain spectra that can have a nativeID format."	\N	"IsA"	"native spectrum identifier format"	"MS:1000767"	"PartOf"	"source data file"	"MS:1000577"
"MS:1000825MS1"	"Bruker FID format"	"MS:1000825"	"1"	"Bruker FID file format."	\N	"IsA"	"mass spectrometer file format"	"MS:1000560"	"IsA"	"file format"	"MS:1001459"
"MS:1000826MS1"	"elution time"	"MS:1000826"	"1"	"The time of elution from all used chromatographic columns (one or more) in the chromatographic separation step, relative to the start of the chromatography."	\N	"IsA"	"scan attribute"	"MS:1000503"	"IsA"	"object attribute"	"MS:1000547"
"MS:1000826MS1"	"elution time"	"MS:1000826"	"1"	"The time of elution from all used chromatographic columns (one or more) in the chromatographic separation step, relative to the start of the chromatography."	\N	"IsA"	"scan attribute"	"MS:1000503"	"PartOf"	"scan"	"MS:1000441"
"MS:1000826MS1"	"elution time"	"MS:1000826"	"1"	"The time of elution from all used chromatographic columns (one or more) in the chromatographic separation step, relative to the start of the chromatography."	\N	"HasUnits"	"second"	"UO:0000010"	"IsA"	"UO:0000003"	"UO:0000003"
"MS:1000826MS1"	"elution time"	"MS:1000826"	"1"	"The time of elution from all used chromatographic columns (one or more) in the chromatographic separation step, relative to the start of the chromatography."	\N	"HasUnits"	"second"	"UO:0000010"	"IsA"	"UO:0000045"	"UO:0000045"
"MS:1000826MS1"	"elution time"	"MS:1000826"	"1"	"The time of elution from all used chromatographic columns (one or more) in the chromatographic separation step, relative to the start of the chromatography."	\N	"HasUnits"	"minute"	"UO:0000031"	"IsA"	"UO:0000003"	"UO:0000003"
"MS:1000827MS1"	"isolation window target m/z"	"MS:1000827"	"1"	"The primary or reference m/z about which the isolation window is defined."	\N	"IsA"	"isolation window attribute"	"MS:1000792"	"IsA"	"object attribute"	"MS:1000547"
"MS:1000827MS1"	"isolation window target m/z"	"MS:1000827"	"1"	"The primary or reference m/z about which the isolation window is defined."	\N	"IsA"	"isolation window attribute"	"MS:1000792"	"PartOf"	"scan"	"MS:1000441"
"MS:1000827MS1"	"isolation window target m/z"	"MS:1000827"	"1"	"The primary or reference m/z about which the isolation window is defined."	\N	"HasUnits"	"m/z"	"MS:1000040"	"IsA"	"unit"	"UO:0000000"
"MS:1000828MS1"	"isolation window lower offset"	"MS:1000828"	"1"	"The extent of the isolation window in m/z below the isolation window target m/z. The lower and upper offsets may be asymmetric about the target m/z."	\N	"IsA"	"isolation window attribute"	"MS:1000792"	"IsA"	"object attribute"	"MS:1000547"
"MS:1000828MS1"	"isolation window lower offset"	"MS:1000828"	"1"	"The extent of the isolation window in m/z below the isolation window target m/z. The lower and upper offsets may be asymmetric about the target m/z."	\N	"IsA"	"isolation window attribute"	"MS:1000792"	"PartOf"	"scan"	"MS:1000441"
"MS:1000828MS1"	"isolation window lower offset"	"MS:1000828"	"1"	"The extent of the isolation window in m/z below the isolation window target m/z. The lower and upper offsets may be asymmetric about the target m/z."	\N	"HasUnits"	"m/z"	"MS:1000040"	"IsA"	"unit"	"UO:0000000"
"MS:1000829MS1"	"isolation window upper offset"	"MS:1000829"	"1"	"The extent of the isolation window in m/z above the isolation window target m/z. The lower and upper offsets may be asymmetric about the target m/z."	\N	"IsA"	"isolation window attribute"	"MS:1000792"	"IsA"	"object attribute"	"MS:1000547"
"MS:1000829MS1"	"isolation window upper offset"	"MS:1000829"	"1"	"The extent of the isolation window in m/z above the isolation window target m/z. The lower and upper offsets may be asymmetric about the target m/z."	\N	"IsA"	"isolation window attribute"	"MS:1000792"	"PartOf"	"scan"	"MS:1000441"
"MS:1000829MS1"	"isolation window upper offset"	"MS:1000829"	"1"	"The extent of the isolation window in m/z above the isolation window target m/z. The lower and upper offsets may be asymmetric about the target m/z."	\N	"HasUnits"	"m/z"	"MS:1000040"	"IsA"	"unit"	"UO:0000000"
"MS:1000830MS1"	"precision"	"MS:1000830"	"1"	"Precision is the degree of how close repeated measurements are to each other. This can, for example, be expressed using the standard deviation."	"See MS:1000014 for the related term of accuracy."	"IsA"	"mass analyzer attribute"	"MS:1000480"	"PartOf"	"mass analyzer"	"MS:1000451"
"MS:1000830MS1"	"precision"	"MS:1000830"	"1"	"Precision is the degree of how close repeated measurements are to each other. This can, for example, be expressed using the standard deviation."	"See MS:1000014 for the related term of accuracy."	"HasUnits"	"m/z"	"MS:1000040"	"IsA"	"unit"	"UO:0000000"
"MS:1000830MS1"	"precision"	"MS:1000830"	"1"	"Precision is the degree of how close repeated measurements are to each other. This can, for example, be expressed using the standard deviation."	"See MS:1000014 for the related term of accuracy."	"HasUnits"	"parts per million"	"UO:0000169"	"IsA"	"UO:0000166"	"UO:0000166"
"MS:1000831MS1"	"sample preparation"	"MS:1000831"	"0"	"Properties of the preparation steps which took place before the measurement was performed."	\N	"IsA"	"object attribute"	"MS:1000547"	"PartOf"	"spectrum generation information"	"MS:1001458"
"MS:1000831MS1"	"sample preparation"	"MS:1000831"	"0"	"Properties of the preparation steps which took place before the measurement was performed."	\N	"PartOf"	"sample attribute"	"MS:1000548"	"IsA"	"object attribute"	"MS:1000547"
"MS:1000831MS1"	"sample preparation"	"MS:1000831"	"0"	"Properties of the preparation steps which took place before the measurement was performed."	\N	"PartOf"	"sample attribute"	"MS:1000548"	"PartOf"	"sample"	"MS:1000457"
"MS:1000832MS1"	"MALDI matrix application"	"MS:1000832"	"0"	"Attributes to describe the technique how the sample is prepared with the matrix solution."	\N	"PartOf"	"sample preparation"	"MS:1000831"	"IsA"	"object attribute"	"MS:1000547"
"MS:1000832MS1"	"MALDI matrix application"	"MS:1000832"	"0"	"Attributes to describe the technique how the sample is prepared with the matrix solution."	\N	"PartOf"	"sample preparation"	"MS:1000831"	"PartOf"	"sample attribute"	"MS:1000548"
"MS:1000833MS1"	"matrix application type"	"MS:1000833"	"0"	"Describes the technique how the matrix is put on the sample target."	\N	"PartOf"	"MALDI matrix application"	"MS:1000832"	"PartOf"	"sample preparation"	"MS:1000831"
"MS:1000834MS1"	"matrix solution"	"MS:1000834"	"1"	"Describes the chemical solution used as matrix."	\N	"IsA"	"MALDI matrix application"	"MS:1000832"	"PartOf"	"sample preparation"	"MS:1000831"
"MS:1000835MS1"	"matrix solution concentration"	"MS:1000835"	"1"	"Concentration of the chemical solution used as matrix."	\N	"IsA"	"MALDI matrix application"	"MS:1000832"	"PartOf"	"sample preparation"	"MS:1000831"
"MS:1000835MS1"	"matrix solution concentration"	"MS:1000835"	"1"	"Concentration of the chemical solution used as matrix."	\N	"HasUnits"	"gram per liter"	"UO:0000175"	"IsA"	"UO:0000052"	"UO:0000052"
"MS:1000836MS1"	"dried droplet MALDI matrix preparation"	"MS:1000836"	"1"	"Dried droplet in MALDI matrix preparation."	\N	"IsA"	"matrix application type"	"MS:1000833"	"PartOf"	"MALDI matrix application"	"MS:1000832"
