Term_PK	Term_Name	Identifier	Is_Leaf	Parent_term_type	Parent_term_name	Parent_term_ID	GrandParent_term_type	GrandParent_term_name	GrandParent_term_ID
MS:1001166MS1	Paragon:score	MS:1001166	1	IsA	search engine specific score for proteins	MS:1002363	IsA	single protein identification statistic	MS:1001116
MS:1001167MS1	Paragon:confidence	MS:1001167	1	IsA	search engine specific score for proteins	MS:1002363	IsA	single protein identification statistic	MS:1001116
MS:1001168MS1	Paragon:expression error factor	MS:1001168	1	IsA	search engine specific score for proteins	MS:1002363	IsA	single protein identification statistic	MS:1001116
MS:1001169MS1	Paragon:expression change p-value	MS:1001169	1	IsA	search engine specific score for proteins	MS:1002363	IsA	single protein identification statistic	MS:1001116
MS:1001170MS1	Paragon:contrib	MS:1001170	1	IsA	search engine specific score for proteins	MS:1002363	IsA	single protein identification statistic	MS:1001116
MS:1001171MS1	Mascot:score	MS:1001171	1	IsA	PSM-level search engine specific statistic	MS:1001143	IsA	PSM-level identification statistic	MS:1002347
MS:1001172MS1	Mascot:expectation value	MS:1001172	1	IsA	PSM-level search engine specific statistic	MS:1001143	IsA	PSM-level identification statistic	MS:1002347
MS:1001173MS1	Mascot:matched ions	MS:1001173	1	IsA	PSM-level search engine specific statistic	MS:1001143	IsA	PSM-level identification statistic	MS:1002347
MS:1001174MS1	Mascot:total ions	MS:1001174	1	IsA	PSM-level search engine specific statistic	MS:1001143	IsA	PSM-level identification statistic	MS:1002347
MS:1001175MS1	peptide shared in multiple proteins	MS:1001175	1	IsA	peptide sharing details	MS:1001127	IsA	peptide sequence-level identification attribute	MS:1001105
MS:1001176MS1	(?<=[KR])(?!P)	MS:1001176	0	IsA	Cleavage agent regular expression	MS:1001180	PartOf	cleavage agent details	MS:1001044
MS:1001176MS1	(?<=[KR])(?!P)	MS:1001176	0	IsA	Cleavage agent regular expression	MS:1001180	IsA	regular expression	MS:1002479
MS:1001177MS1	number of molecular hypothesis considered	MS:1001177	1	IsA	search statistics	MS:1001184	IsA	spectrum identification result details	MS:1001405
MS:1001178MS1	database EST	MS:1001178	1	IsA	database type nucleotide	MS:1001079	IsA	database type	MS:1001018
MS:1001180MS1	Cleavage agent regular expression	MS:1001180	0	PartOf	cleavage agent details	MS:1001044	IsA	search input details	MS:1001249
MS:1001180MS1	Cleavage agent regular expression	MS:1001180	0	IsA	regular expression	MS:1002479	PartOf	Proteomics Standards Initiative Mass Spectrometry Vocabularies	MS:0000000
MS:1001184MS1	search statistics	MS:1001184	0	IsA	spectrum identification result details	MS:1001405	PartOf	spectrum interpretation	MS:1001000
MS:1001185MS1	Mobilion MBI format	MS:1001185	1	IsA	mass spectrometer file format	MS:1000560	IsA	file format	MS:1001459
MS:1001186MS1	Mobilion MBI nativeID format	MS:1001186	1	IsA	native spectrum identifier format	MS:1000767	PartOf	source data file	MS:1000577
MS:1001189MS1	modification specificity peptide N-term	MS:1001189	1	IsA	modification specificity rule	MS:1001056	IsA	modification parameters	MS:1001055
MS:1001190MS1	modification specificity peptide C-term	MS:1001190	1	IsA	modification specificity rule	MS:1001056	IsA	modification parameters	MS:1001055
MS:1001191MS1	p-value	MS:1001191	1	IsA	peptide sequence-level identification statistic	MS:1001092	IsA	peptide sequence-level identification attribute	MS:1001105
MS:1001191MS1	p-value	MS:1001191	1	IsA	protein identification confidence metric	MS:1001198	IsA	single protein identification statistic	MS:1001116
MS:1001192MS1	Expect value	MS:1001192	1	IsA	peptide sequence-level identification statistic	MS:1001092	IsA	peptide sequence-level identification attribute	MS:1001105
MS:1001192MS1	Expect value	MS:1001192	1	IsA	single protein identification statistic	MS:1001116	IsA	protein-level identification attribute	MS:1001085
MS:1001193MS1	confidence score	MS:1001193	1	IsA	peptide sequence-level identification statistic	MS:1001092	IsA	peptide sequence-level identification attribute	MS:1001105
MS:1001193MS1	confidence score	MS:1001193	1	IsA	single protein identification statistic	MS:1001116	IsA	protein-level identification attribute	MS:1001085
MS:1001194MS1	quality estimation with decoy database	MS:1001194	1	IsA	quality estimation method details	MS:1001060	IsA	search input details	MS:1001249
MS:1001195MS1	decoy DB type reverse	MS:1001195	1	IsA	decoy DB details	MS:1001450	IsA	search database details	MS:1001011
MS:1001196MS1	decoy DB type randomized	MS:1001196	1	IsA	decoy DB details	MS:1001450	IsA	search database details	MS:1001011
MS:1001197MS1	DB composition target+decoy	MS:1001197	1	IsA	decoy DB details	MS:1001450	IsA	search database details	MS:1001011
MS:1001198MS1	protein identification confidence metric	MS:1001198	0	IsA	single protein identification statistic	MS:1001116	IsA	protein-level identification attribute	MS:1001085
MS:1001199MS1	Mascot DAT format	MS:1001199	1	IsA	intermediate analysis format	MS:1001040	IsA	file format	MS:1001459
MS:1001200MS1	SEQUEST out file format	MS:1001200	1	IsA	intermediate analysis format	MS:1001040	IsA	file format	MS:1001459
MS:1001201MS1	DB MW filter maximum	MS:1001201	1	IsA	Sequence database filters	MS:1001512	IsA	database filtering	MS:1001019
MS:1001201MS1	DB MW filter maximum	MS:1001201	1	HasUnits	dalton	UO:0000221	IsA	UO:0000002	UO:0000002
MS:1001201MS1	DB MW filter maximum	MS:1001201	1	HasUnits	kilodalton	UO:0000222	IsA	UO:0000002	UO:0000002
MS:1001202MS1	DB MW filter minimum	MS:1001202	1	IsA	Sequence database filters	MS:1001512	IsA	database filtering	MS:1001019
MS:1001202MS1	DB MW filter minimum	MS:1001202	1	HasUnits	dalton	UO:0000221	IsA	UO:0000002	UO:0000002
MS:1001202MS1	DB MW filter minimum	MS:1001202	1	HasUnits	kilodalton	UO:0000222	IsA	UO:0000002	UO:0000002
MS:1001203MS1	DB PI filter maximum	MS:1001203	1	IsA	Sequence database filters	MS:1001512	IsA	database filtering	MS:1001019
MS:1001204MS1	DB PI filter minimum	MS:1001204	1	IsA	Sequence database filters	MS:1001512	IsA	database filtering	MS:1001019
MS:1001207MS1	Mascot	MS:1001207	1	IsA	analysis software	MS:1001456	IsA	software	MS:1000531
MS:1001208MS1	SEQUEST	MS:1001208	1	IsA	analysis software	MS:1001456	IsA	software	MS:1000531
MS:1001209MS1	Phenyx	MS:1001209	1	IsA	analysis software	MS:1001456	IsA	software	MS:1000531
MS:1001210MS1	mass type settings	MS:1001210	0	IsA	search input details	MS:1001249	PartOf	spectrum interpretation	MS:1001000
MS:1001211MS1	parent mass type mono	MS:1001211	1	IsA	mass type settings	MS:1001210	IsA	search input details	MS:1001249
MS:1001212MS1	parent mass type average	MS:1001212	1	IsA	mass type settings	MS:1001210	IsA	search input details	MS:1001249
MS:1001213MS1	search result details	MS:1001213	1						
MS:1001214MS1	protein-level global FDR	MS:1001214	1	IsA	protein-level result list statistic	MS:1002705	IsA	protein-level result list attribute	MS:1002704
MS:1001215MS1	SEQUEST:PeptideSp	MS:1001215	1	IsA	PSM-level search engine specific statistic	MS:1001143	IsA	PSM-level identification statistic	MS:1002347
MS:1001217MS1	SEQUEST:PeptideRankSp	MS:1001217	1	IsA	PSM-level search engine specific statistic	MS:1001143	IsA	PSM-level identification statistic	MS:1002347
MS:1001218MS1	SEQUEST:PeptideNumber	MS:1001218	1	IsA	PSM-level search engine specific statistic	MS:1001143	IsA	PSM-level identification statistic	MS:1002347
MS:1001219MS1	SEQUEST:PeptideIdnumber	MS:1001219	1	IsA	PSM-level search engine specific statistic	MS:1001143	IsA	PSM-level identification statistic	MS:1002347
MS:1001220MS1	frag: y ion	MS:1001220	1	IsA	fragmentation ion type	MS:1002307	IsA	product ion attribute	MS:1001221
MS:1001221MS1	product ion attribute	MS:1001221	0	IsA	single identification result attribute	MS:1002694	IsA	identification attribute	MS:1002693
MS:1001222MS1	frag: b ion - H2O	MS:1001222	1	IsA	fragmentation ion type	MS:1002307	IsA	product ion attribute	MS:1001221
MS:1001223MS1	frag: y ion - H2O	MS:1001223	1	IsA	fragmentation ion type	MS:1002307	IsA	product ion attribute	MS:1001221
MS:1001224MS1	frag: b ion	MS:1001224	1	IsA	fragmentation ion type	MS:1002307	IsA	product ion attribute	MS:1001221
MS:1001225MS1	product ion m/z	MS:1001225	1	IsA	product ion attribute	MS:1001221	IsA	single identification result attribute	MS:1002694
MS:1001225MS1	product ion m/z	MS:1001225	1	HasUnits	m/z	MS:1000040	IsA	unit	UO:0000000
MS:1001226MS1	product ion intensity	MS:1001226	0	IsA	product ion attribute	MS:1001221	IsA	single identification result attribute	MS:1002694
MS:1001226MS1	product ion intensity	MS:1001226	0	HasUnits	number of detector counts	MS:1000131	IsA	intensity unit	MS:1000043
MS:1001226MS1	product ion intensity	MS:1001226	0	HasUnits	percent of base peak	MS:1000132	IsA	intensity unit	MS:1000043
MS:1001226MS1	product ion intensity	MS:1001226	0	HasUnits	counts per second	MS:1000814	IsA	intensity unit	MS:1000043
MS:1001226MS1	product ion intensity	MS:1001226	0	HasUnits	percent of base peak times 100	MS:1000905	IsA	intensity unit	MS:1000043
MS:1001227MS1	product ion m/z error	MS:1001227	1	IsA	product ion attribute	MS:1001221	IsA	single identification result attribute	MS:1002694
MS:1001227MS1	product ion m/z error	MS:1001227	1	HasUnits	m/z	MS:1000040	IsA	unit	UO:0000000
MS:1001227MS1	product ion m/z error	MS:1001227	1	HasUnits	parts per notation unit	UO:0000166	IsA	UO:0000186	UO:0000186
MS:1001227MS1	product ion m/z error	MS:1001227	1	HasUnits	parts per million	UO:0000169	IsA	UO:0000166	UO:0000166
MS:1001228MS1	frag: x ion	MS:1001228	1	IsA	fragmentation ion type	MS:1002307	IsA	product ion attribute	MS:1001221
MS:1001229MS1	frag: a ion	MS:1001229	1	IsA	fragmentation ion type	MS:1002307	IsA	product ion attribute	MS:1001221
MS:1001230MS1	frag: z ion	MS:1001230	1	IsA	fragmentation ion type	MS:1002307	IsA	product ion attribute	MS:1001221
MS:1001231MS1	frag: c ion	MS:1001231	1	IsA	fragmentation ion type	MS:1002307	IsA	product ion attribute	MS:1001221
MS:1001232MS1	frag: b ion - NH3	MS:1001232	1	IsA	fragmentation ion type	MS:1002307	IsA	product ion attribute	MS:1001221
MS:1001233MS1	frag: y ion - NH3	MS:1001233	1	IsA	fragmentation ion type	MS:1002307	IsA	product ion attribute	MS:1001221
MS:1001234MS1	frag: a ion - H2O	MS:1001234	1	IsA	fragmentation ion type	MS:1002307	IsA	product ion attribute	MS:1001221
MS:1001235MS1	frag: a ion - NH3	MS:1001235	1	IsA	fragmentation ion type	MS:1002307	IsA	product ion attribute	MS:1001221
MS:1001236MS1	frag: d ion	MS:1001236	1	IsA	fragmentation ion type	MS:1002307	IsA	product ion attribute	MS:1001221
MS:1001237MS1	frag: v ion	MS:1001237	1	IsA	fragmentation ion type	MS:1002307	IsA	product ion attribute	MS:1001221
MS:1001238MS1	frag: w ion	MS:1001238	1	IsA	fragmentation ion type	MS:1002307	IsA	product ion attribute	MS:1001221
MS:1001239MS1	frag: immonium ion	MS:1001239	1	IsA	fragmentation ion type	MS:1002307	IsA	product ion attribute	MS:1001221
MS:1001240MS1	non-identified ion	MS:1001240	1	IsA	product ion attribute	MS:1001221	IsA	single identification result attribute	MS:1002694
MS:1001241MS1	co-eluting ion	MS:1001241	1	IsA	product ion attribute	MS:1001221	IsA	single identification result attribute	MS:1002694
MS:1001242MS1	SEQUEST out folder	MS:1001242	1	IsA	intermediate analysis format	MS:1001040	IsA	file format	MS:1001459
MS:1001243MS1	SEQUEST summary	MS:1001243	1	IsA	intermediate analysis format	MS:1001040	IsA	file format	MS:1001459
MS:1001245MS1	PerSeptive PKS format	MS:1001245	1	IsA	mass spectrometer file format	MS:1000560	IsA	file format	MS:1001459
MS:1001246MS1	SCIEX API III format	MS:1001246	1	IsA	mass spectrometer file format	MS:1000560	IsA	file format	MS:1001459
MS:1001247MS1	Bruker XML format	MS:1001247	1	IsA	mass spectrometer file format	MS:1000560	IsA	file format	MS:1001459
MS:1001249MS1	search input details	MS:1001249	0	PartOf	spectrum interpretation	MS:1001000	PartOf	Proteomics Standards Initiative Mass Spectrometry Vocabularies	MS:0000000
MS:1001250MS1	local FDR	MS:1001250	1	IsA	peptide sequence-level identification statistic	MS:1001092	IsA	peptide sequence-level identification attribute	MS:1001105
MS:1001250MS1	local FDR	MS:1001250	1	IsA	single protein identification statistic	MS:1001116	IsA	protein-level identification attribute	MS:1001085
MS:1001251MS1	Trypsin	MS:1001251	1	IsA	cleavage agent name	MS:1001045	IsA	cleavage agent details	MS:1001044
MS:1001251MS1	Trypsin	MS:1001251	1	HasRegExp	(?<=[KR])(?!P)	MS:1001176	IsA	Cleavage agent regular expression	MS:1001180
MS:1001252MS1	DB source EBI	MS:1001252	1	IsA	database source	MS:1001012	IsA	search database details	MS:1001011
MS:1001253MS1	DB source NCBI	MS:1001253	1	IsA	database source	MS:1001012	IsA	search database details	MS:1001011
MS:1001254MS1	DB source UniProt	MS:1001254	1	IsA	database source	MS:1001012	IsA	search database details	MS:1001011
MS:1001255MS1	fragment mass type average	MS:1001255	1	IsA	mass type settings	MS:1001210	IsA	search input details	MS:1001249
MS:1001256MS1	fragment mass type mono	MS:1001256	1	IsA	mass type settings	MS:1001210	IsA	search input details	MS:1001249
MS:1001257MS1	param: v ion	MS:1001257	1	IsA	ion series considered in search	MS:1002473	IsA	search input details	MS:1001249
MS:1001258MS1	param: d ion	MS:1001258	1	IsA	ion series considered in search	MS:1002473	IsA	search input details	MS:1001249
MS:1001259MS1	param: immonium ion	MS:1001259	1	IsA	ion series considered in search	MS:1002473	IsA	search input details	MS:1001249
MS:1001260MS1	param: w ion	MS:1001260	1	IsA	ion series considered in search	MS:1002473	IsA	search input details	MS:1001249
MS:1001261MS1	param: x ion	MS:1001261	1	IsA	ion series considered in search	MS:1002473	IsA	search input details	MS:1001249
MS:1001262MS1	param: y ion	MS:1001262	1	IsA	ion series considered in search	MS:1002473	IsA	search input details	MS:1001249
MS:1001263MS1	param: z ion	MS:1001263	1	IsA	ion series considered in search	MS:1002473	IsA	search input details	MS:1001249
MS:1001266MS1	role type	MS:1001266	0	IsA	contact attribute	MS:1000585	IsA	object attribute	MS:1000547
MS:1001266MS1	role type	MS:1001266	0	IsA	contact attribute	MS:1000585	PartOf	Proteomics Standards Initiative Mass Spectrometry Vocabularies	MS:0000000
MS:1001267MS1	software vendor	MS:1001267	1	IsA	role type	MS:1001266	IsA	contact attribute	MS:1000585
MS:1001268MS1	programmer	MS:1001268	1	IsA	role type	MS:1001266	IsA	contact attribute	MS:1000585
MS:1001269MS1	instrument vendor	MS:1001269	1	IsA	role type	MS:1001266	IsA	contact attribute	MS:1000585
MS:1001270MS1	lab personnel	MS:1001270	1	IsA	role type	MS:1001266	IsA	contact attribute	MS:1000585
MS:1001271MS1	researcher	MS:1001271	1	IsA	role type	MS:1001266	IsA	contact attribute	MS:1000585
MS:1001272MS1	(?<=R)(?!P)	MS:1001272	0	IsA	Cleavage agent regular expression	MS:1001180	PartOf	cleavage agent details	MS:1001044
MS:1001272MS1	(?<=R)(?!P)	MS:1001272	0	IsA	Cleavage agent regular expression	MS:1001180	IsA	regular expression	MS:1002479
MS:1001273MS1	(?=[BD])	MS:1001273	0	IsA	Cleavage agent regular expression	MS:1001180	PartOf	cleavage agent details	MS:1001044
MS:1001273MS1	(?=[BD])	MS:1001273	0	IsA	Cleavage agent regular expression	MS:1001180	IsA	regular expression	MS:1002479
MS:1001274MS1	(?=[DE])	MS:1001274	0	IsA	Cleavage agent regular expression	MS:1001180	PartOf	cleavage agent details	MS:1001044
MS:1001274MS1	(?=[DE])	MS:1001274	0	IsA	Cleavage agent regular expression	MS:1001180	IsA	regular expression	MS:1002479
MS:1001275MS1	ProteinScape SearchEvent	MS:1001275	1	IsA	intermediate analysis format	MS:1001040	IsA	file format	MS:1001459
MS:1001276MS1	ProteinScape Gel	MS:1001276	1	IsA	intermediate analysis format	MS:1001040	IsA	file format	MS:1001459
MS:1001283MS1	decoy DB accession regexp	MS:1001283	1	IsA	decoy DB details	MS:1001450	IsA	search database details	MS:1001011
MS:1001284MS1	decoy DB derived from	MS:1001284	1	IsA	decoy DB details	MS:1001450	IsA	search database details	MS:1001011
MS:1001285MS1	database IPI_mouse	MS:1001285	1	IsA	database name	MS:1001013	IsA	search database details	MS:1001011
MS:1001286MS1	database IPI_rat	MS:1001286	1	IsA	database name	MS:1001013	IsA	search database details	MS:1001011
MS:1001287MS1	database IPI_zebrafish	MS:1001287	1	IsA	database name	MS:1001013	IsA	search database details	MS:1001011
MS:1001288MS1	database IPI_chicken	MS:1001288	1	IsA	database name	MS:1001013	IsA	search database details	MS:1001011
MS:1001289MS1	database IPI_cow	MS:1001289	1	IsA	database name	MS:1001013	IsA	search database details	MS:1001011
MS:1001290MS1	database IPI_arabidopsis	MS:1001290	1	IsA	database name	MS:1001013	IsA	search database details	MS:1001011
MS:1001291MS1	decoy DB from nr	MS:1001291	1						
MS:1001292MS1	decoy DB from IPI_rat	MS:1001292	1						
MS:1001293MS1	decoy DB from IPI_mouse	MS:1001293	1						
MS:1001294MS1	decoy DB from IPI_arabidopsis	MS:1001294	1						
MS:1001295MS1	decoy DB from EST	MS:1001295	1						
MS:1001296MS1	decoy DB from IPI_zebrafish	MS:1001296	1						
MS:1001297MS1	decoy DB from UniProtKB/Swiss-Prot	MS:1001297	1						
MS:1001298MS1	decoy DB from IPI_chicken	MS:1001298	1						
MS:1001299MS1	decoy DB from IPI_cow	MS:1001299	1						
MS:1001300MS1	decoy DB from IPI_human	MS:1001300	1						
MS:1001301MS1	protein rank	MS:1001301	1	IsA	protein-level identification attribute	MS:1001085	IsA	single identification result attribute	MS:1002694
MS:1001302MS1	search engine specific input parameter	MS:1001302	0	IsA	search engine input parameter	MS:1002093	IsA	search input details	MS:1001249
MS:1001303MS1	Arg-C	MS:1001303	1	IsA	cleavage agent name	MS:1001045	IsA	cleavage agent details	MS:1001044
MS:1001303MS1	Arg-C	MS:1001303	1	HasRegExp	(?<=R)(?!P)	MS:1001272	IsA	Cleavage agent regular expression	MS:1001180
