..\docs\psi-ms_3.84.0.obo /StripQuotes /NoP /NoObsolete

Term_PK	Term_Name	Identifier	Is_Leaf	Definition
MS:1000842MS1	laser type	MS:1000842	0	Type of laser used used for desorption purpose.
MS:1000844MS1	focus diameter x	MS:1000844	1	Describes the diameter of the laser beam in x direction.
MS:1000845MS1	focus diameter y	MS:1000845	1	Describes the diameter of the laser beam in y direction.
MS:1000846MS1	pulse energy	MS:1000846	1	Describes output energy of the laser system. May be attenuated by filters or other means.
MS:1000847MS1	pulse duration	MS:1000847	1	Describes how long the laser beam was emitted from the laser device.
MS:1000848MS1	attenuation	MS:1000848	1	Describes the reduction of the intensity of the laser beam energy.
MS:1000849MS1	impact angle	MS:1000849	1	Describes the angle between the laser beam and the sample target.
MS:1000850MS1	gas laser	MS:1000850	1	Laser which is powered by a gaseous medium.
MS:1000851MS1	solid-state laser	MS:1000851	1	Solid state laser materials are commonly made by doping a crystalline solid host with ions that provide the required energy states.
MS:1000852MS1	dye-laser	MS:1000852	1	Dye lasers use an organic dye as the gain medium.
MS:1000853MS1	free electron laser	MS:1000853	1	Free electron laser uses a relativistic electron beam as the lasing medium which move freely through a magnetic structure, hence the term.
MS:1000854MS1	LTQ XL	MS:1000854	1	Thermo Scientific LTQ XL MS.
MS:1000855MS1	LTQ Velos	MS:1000855	1	Thermo Scientific LTQ Velos MS.
MS:1000856MS1	LTQ Velos ETD	MS:1000856	1	Thermo Scientific LTQ Velos MS with ETD.
MS:1000857MS1	run attribute	MS:1000857	0	Properties of the described run.
MS:1000858MS1	fraction identifier	MS:1000858	1	Identier string that describes the sample fraction. This identifier should contain the fraction number(s) or similar information.
MS:1000859MS1	molecule	MS:1000859	1	A molecules is a fundamental component of a chemical compound that is the smallest part of the compound that can participate in a chemical reaction.
MS:1000860MS1	peptide	MS:1000860	0	A compound of low molecular weight that is composed of two or more amino acids.
MS:1000861MS1	chemical compound attribute	MS:1000861	0	A describable property of a chemical compound.
MS:1000862MS1	isoelectric point	MS:1000862	0	The pH of a solution at which a charged molecule does not migrate in an electric field.
MS:1000863MS1	predicted isoelectric point	MS:1000863	1	The pH of a solution at which a charged molecule would not migrate in an electric field, as predicted by a software algorithm.
MS:1000864MS1	chemical compound formula	MS:1000864	0	A combination of symbols used to express the chemical composition of a compound.
MS:1000865MS1	empirical formula	MS:1000865	1	A chemical formula which expresses the proportions of the elements present in a substance.
MS:1000866MS1	molecular formula	MS:1000866	1	A chemical compound formula expressing the number of atoms of each element present in a compound, without indicating how they are linked.
MS:1000867MS1	structural formula	MS:1000867	1	A chemical formula showing the number of atoms of each element in a molecule, their spatial arrangement, and their linkage to each other.
MS:1000868MS1	SMILES string	MS:1000868	1	The simplified molecular input line entry specification or SMILES is a specification for unambiguously describing the structure of a chemical compound using a short ASCII string.
MS:1000869MS1	collision gas pressure	MS:1000869	1	The gas pressure of the collision gas used for collisional excitation.
MS:1000871MS1	SRM software	MS:1000871	0	Software used to predict, select, or optimize transitions or analyze the results of selected reaction monitoring runs.
MS:1000872MS1	MaRiMba	MS:1000872	1	Software used to predict transitions for selected reaction monitoring experiments based on observed spectrum libraries developed and distributed by the Institute for Systems Biology.
MS:1000873MS1	peptide attribute calculation software	MS:1000873	0	Software used to predict or calculate numerical attributes of peptides.
MS:1000874MS1	SSRCalc	MS:1000874	1	Sequence Specific Retention Calculator estimates the retention time of peptides based on their sequence.
MS:1000875MS1	declustering potential	MS:1000875	1	Potential difference between the orifice and the skimmer in volts.
MS:1000876MS1	cone voltage	MS:1000876	1	Potential difference between the sampling cone/orifice in volts.
MS:1000877MS1	tube lens voltage	MS:1000877	1	Potential difference setting of the tube lens in volts.
MS:1000878MS1	external reference identifier	MS:1000878	0	An identifier/accession number to an external reference database.
MS:1000879MS1	PubMed identifier	MS:1000879	1	A unique identifier for a publication in the PubMed database (MIR:00000015).
MS:1000880MS1	interchannel delay	MS:1000880	1	The duration of intervals between scanning, during which the instrument configuration is switched.
MS:1000881MS1	chemical compound	MS:1000881	0	A substance formed by chemical union of two or more elements or ingredients in definite proportion by weight.
MS:1000882MS1	protein	MS:1000882	0	A compound composed of one or more chains of amino acids in a specific order determined by the base sequence of nucleotides in the DNA coding for the protein.
MS:1000883MS1	protein short name	MS:1000883	1	A short name or symbol of a protein (e.g., HSF 1 or HSF1_HUMAN).
MS:1000884MS1	protein attribute	MS:1000884	0	An nonphysical attribute describing a specific protein.
MS:1000885MS1	protein accession	MS:1000885	1	Accession number for a specific protein in a database.
MS:1000886MS1	protein name	MS:1000886	1	A long name describing the function of the protein.
MS:1000887MS1	peptide attribute	MS:1000887	0	A nonphysical attribute that can be used to describe a peptide.
MS:1000888MS1	unmodified peptide sequence	MS:1000888	1	A sequence of letter symbols denoting the order of amino acids that compose the peptide, without encoding any amino acid mass modifications that might be present.
MS:1000889MS1	modified peptide sequence	MS:1000889	1	A sequence of letter symbols denoting the order of amino acids that compose the peptide plus the encoding any amino acid modifications that are present.
MS:1000890MS1	peptide labeling state	MS:1000890	0	A state description of how a peptide might be isotopically or isobarically labelled.
MS:1000891MS1	heavy labeled peptide	MS:1000891	1	A peptide that has been created or labelled with some heavier-than-usual isotopes.
MS:1000892MS1	unlabeled peptide	MS:1000892	1	.
MS:1000893MS1	peptide group label	MS:1000893	1	An arbitrary string label used to mark a set of peptides that belong together in a set, whereby the members are differentiated by different isotopic labels. For example, the heavy and light forms of the same peptide will both be assigned the same peptide group label.
MS:1000894MS1	retention time	MS:1000894	0	A time interval from the start of chromatography when an analyte exits a chromatographic column.
MS:1000895MS1	local retention time	MS:1000895	1	A time interval from the start of chromatography when an analyte exits an unspecified local chromatographic column and instrumental setup.
MS:1000896MS1	normalized retention time	MS:1000896	1	A time interval from the start of chromatography when an analyte exits a standardized reference chromatographic column and instrumental setup.
MS:1000897MS1	predicted retention time	MS:1000897	1	A time interval from the start of chromatography when an analyte exits a chromatographic column as predicted by a referenced software application.
MS:1000898MS1	standard	MS:1000898	0	Something, such as a practice or a product, that is widely recognized or employed, especially because of its excellence.
MS:1000899MS1	de facto standard	MS:1000899	1	A practice or product that has become a standard not because it has been approved by a standards organization but because it is widely used and recognized by the industry as being standard.
MS:1000900MS1	minimum information standard	MS:1000900	1	A specification of a minimum amount of information needed to reproduce or fully interpret a scientific result.
MS:1000901MS1	retention time normalization standard	MS:1000901	0	A standard providing the retention times at which a set of reference compounds exit the reference chromatographic column.
MS:1000902MS1	H-PINS retention time normalization standard	MS:1000902	1	The de facto standard providing the retention times at which a set of halogenated reference peptides exit the reference chromatographic column.
MS:1000903MS1	product ion series ordinal	MS:1000903	1	The ordinal of the fragment within a specified ion series. (e.g. 8 for a y8 ion).
MS:1000904MS1	product ion m/z delta	MS:1000904	1	The difference in m/z of the predicted m/z based on the assigned product ion minus the actual observed peak m/z.
MS:1000905MS1	percent of base peak times 100	MS:1000905	0	The magnitude of a peak expressed in terms of the percentage of the magnitude of the base peak intensity multiplied by 100. The base peak is therefore 10000. This unit is common in normalized spectrum libraries.
MS:1000906MS1	peak intensity rank	MS:1000906	1	Ordinal specifying the rank in intensity of a peak in a spectrum. Base peak is 1. The next most intense peak is 2, etc.
MS:1000907MS1	peak targeting suitability rank	MS:1000907	1	Ordinal specifying the rank of a peak in a spectrum in terms of suitability for targeting. The most suitable peak is 1. The next most suitability peak is 2, etc. Suitability is algorithm and context dependant.
MS:1000908MS1	transition	MS:1000908	0	A set of two m/z values corresponding to the precursor m/z and a fragment m/z that in combination can be used to identify or quantify a specific ion, although not necessarily uniquely.
MS:1000909MS1	transition validation method	MS:1000909	0	The strategy used to validate that a transition is effective.
MS:1000910MS1	transition optimized on specified instrument	MS:1000910	1	The transition has been optimized by direct injection of the peptide into an instrument specified in a separate term, and the optimum voltages and fragmentation energies have been determined.
MS:1000911MS1	transition validated with an MS/MS spectrum on specified instrument	MS:1000911	1	The transition has been validated by obtaining an MS2 spectrum and demonstrating that the peak is detectable on the instrument specified with a separate term.
MS:1000912MS1	transition purported from an MS/MS spectrum on a different, specified instrument	MS:1000912	1	The transition has been purported by obtaining an MS2 spectrum and demonstrating that the peak is detectable on the instrument specified with a separate term. However, the detecting instrument is of a different type (e.g. ion trap) than the instrument that the transition will eventually be used on (e.g. triple quad).
MS:1000913MS1	transition predicted by informatic analysis	MS:1000913	1	The transition has been predicted by informatics software without any direct spectral evidence.
MS:1000914MS1	tab delimited text format	MS:1000914	0	A file format that has two or more columns of tabular data where each column is separated by a TAB character.
MS:1000915MS1	retention time window attribute	MS:1000915	0	An attribute of a window in time about which a peptide might elute from the column.
MS:1000916MS1	retention time window lower offset	MS:1000916	1	The extent of the retention time window in time units below the target retention time. The lower and upper offsets may be asymmetric about the target time.
MS:1000917MS1	retention time window upper offset	MS:1000917	1	The extent of the retention time window in time units above the target retention time. The lower and upper offsets may be asymmetric about the target time.
MS:1000918MS1	target list	MS:1000918	0	A list of peptides or compounds and their expected m/z coordinates that can be used to cause a mass spectrometry to obtain spectra of those molecules specifically.
MS:1000919MS1	target inclusion exclusion priority	MS:1000919	0	A priority setting specifying whether included or excluded targets have priority over the other.
MS:1000920MS1	includes supersede excludes	MS:1000920	1	A priority setting specifying that included targets have priority over the excluded targets if there is a conflict.
MS:1000921MS1	excludes supersede includes	MS:1000921	1	A priority setting specifying that excluded targets have priority over the included targets if there is a conflict.
MS:1000922MS1	Skyline	MS:1000922	1	Software used to predict, select, and optimize transitions as well as analyze the results of selected reaction monitoring runs developed and distributed by the MacCoss lab at the University of Washington.
MS:1000923MS1	TIQAM	MS:1000923	1	Software used to predict, select, and optimize transitions for selected reaction monitoring experiments developed and distributed by the Institute for Systems Biology.
MS:1000925MS1	ATAQS	MS:1000925	1	Software suite used to predict, select, and optimize transitions as well as analyze the results of selected reaction monitoring runs developed and distributed by the Institute for Systems Biology.
MS:1000926MS1	product interpretation rank	MS:1000926	1	The integer rank given an interpretation of an observed product ion. For example, if y8 is selected as the most likely interpretation of a peak, then it is assigned a rank of 1.
MS:1000927MS1	ion injection time	MS:1000927	1	The length of time spent filling an ion trapping device.
MS:1000928MS1	calibration spectrum	MS:1000928	1	A spectrum derived from a special calibration source, rather than from the primary injected sample. A calibration spectrum is typically derived from a substance that can be used to correct systematic shift in m/z for spectra of the primary inject sample.
MS:1000929MS1	Shimadzu Biotech nativeID format	MS:1000929	1	Native format defined by source=xsd:string start=xsd:nonNegativeInteger end=xsd:nonNegativeInteger.
MS:1000930MS1	Shimadzu Biotech database entity	MS:1000930	1	Shimadzu Biotech format.
MS:1000931MS1	QTRAP 5500	MS:1000931	1	Applied Biosystems|MDS SCIEX QTRAP 5500.
MS:1000932MS1	TripleTOF 5600	MS:1000932	1	SCIEX TripleTOF 5600, a quadrupole - quadrupole - time-of-flight mass spectrometer.
MS:1000933MS1	protein modifications	MS:1000933	1	Encoding of modifications of the protein sequence from the specified accession, written in PEFF notation.
MS:1000934MS1	gene name	MS:1000934	1	Name of the gene from which the protein is translated.
MS:1001000MS1	spectrum interpretation	MS:1001000	0	Collection of terms from the PSI Proteome Informatics standards describing the interpretation of spectra.
MS:1001005MS1	SEQUEST:CleavesAt	MS:1001005	1	
MS:1001006MS1	SEQUEST:ViewCV	MS:1001006	0	SEQUEST View Input Parameters.
MS:1001007MS1	SEQUEST:OutputLines	MS:1001007	1	Number of peptide results to show.
MS:1001009MS1	SEQUEST:DescriptionLines	MS:1001009	1	Number of full protein descriptions to show for top N peptides.
